DISTRITO,UNIDADE,AREA,IDADE,USU_HOMEM,USU_MULHER,CONS_HOMEM,CONS_MULHER
Norte,CS SANTO ANTONIO LISBOA,0,14,5,10,8,12
Norte,CS SANTO ANTONIO LISBOA,0,15,5,3,9,7
Norte,CS SANTO ANTONIO LISBOA,0,16,11,7,22,11
Norte,CS SANTO ANTONIO LISBOA,0,17,5,14,13,56
Norte,CS SANTO ANTONIO LISBOA,0,18,9,12,28,50
Norte,CS SANTO ANTONIO LISBOA,0,19,12,11,27,67
Norte,CS SANTO ANTONIO LISBOA,0,20,7,18,14,50
Norte,CS SANTO ANTONIO LISBOA,0,21,11,14,23,55
Norte,CS SANTO ANTONIO LISBOA,0,22,6,14,9,67
Norte,CS SANTO ANTONIO LISBOA,0,23,11,21,20,81
Norte,CS SANTO ANTONIO LISBOA,0,24,4,8,11,28
Norte,CS SANTO ANTONIO LISBOA,0,25,6,12,11,40
Norte,CS SANTO ANTONIO LISBOA,0,26,8,14,29,66
Norte,CS SANTO ANTONIO LISBOA,0,27,7,15,13,73
Norte,CS SANTO ANTONIO LISBOA,0,28,7,14,16,64
Norte,CS SANTO ANTONIO LISBOA,0,29,10,10,15,57
Norte,CS SANTO ANTONIO LISBOA,0,30,3,15,4,73
Norte,CS SANTO ANTONIO LISBOA,0,31,8,17,30,86
Norte,CS SANTO ANTONIO LISBOA,0,32,14,17,35,51
Norte,CS SANTO ANTONIO LISBOA,0,33,14,20,30,97
Norte,CS SANTO ANTONIO LISBOA,0,34,5,12,24,66
Norte,CS SANTO ANTONIO LISBOA,0,35,17,18,66,67
Norte,CS SANTO ANTONIO LISBOA,0,36,6,24,23,67
Norte,CS SANTO ANTONIO LISBOA,0,37,11,27,21,88
Norte,CS SANTO ANTONIO LISBOA,0,38,6,13,17,37
Norte,CS SANTO ANTONIO LISBOA,0,39,5,14,8,41
Norte,CS SANTO ANTONIO LISBOA,0,40,4,11,8,50
Norte,CS SANTO ANTONIO LISBOA,0,41,7,10,22,59
Norte,CS SANTO ANTONIO LISBOA,0,42,17,11,39,35
Norte,CS SANTO ANTONIO LISBOA,0,43,9,12,21,44
Norte,CS SANTO ANTONIO LISBOA,0,44,6,10,22,39
Norte,CS SANTO ANTONIO LISBOA,0,45,7,12,13,47
Norte,CS SANTO ANTONIO LISBOA,0,46,7,11,15,48
Norte,CS SANTO ANTONIO LISBOA,0,47,10,14,27,49
Norte,CS SANTO ANTONIO LISBOA,0,48,8,15,22,47
Norte,CS SANTO ANTONIO LISBOA,0,49,10,14,33,48
Norte,CS SANTO ANTONIO LISBOA,0,50,10,11,23,50
Norte,CS SANTO ANTONIO LISBOA,0,51,7,12,16,44
Norte,CS SANTO ANTONIO LISBOA,0,52,11,20,27,82
Norte,CS SANTO ANTONIO LISBOA,0,53,7,13,11,48
Norte,CS SANTO ANTONIO LISBOA,0,54,9,11,27,39
Norte,CS SANTO ANTONIO LISBOA,0,55,5,10,12,42
Norte,CS SANTO ANTONIO LISBOA,0,56,5,9,12,23
Norte,CS SANTO ANTONIO LISBOA,0,57,7,8,28,16
Norte,CS SANTO ANTONIO LISBOA,0,58,5,15,12,35
Norte,CS SANTO ANTONIO LISBOA,0,59,9,12,30,49
Norte,CS SANTO ANTONIO LISBOA,0,60,6,16,8,80
Norte,CS SANTO ANTONIO LISBOA,0,61,10,11,33,52
Norte,CS SANTO ANTONIO LISBOA,0,62,9,14,18,67
Norte,CS SANTO ANTONIO LISBOA,0,63,6,9,16,43
Norte,CS SANTO ANTONIO LISBOA,0,64,7,13,20,42
Norte,CS SANTO ANTONIO LISBOA,0,65,8,12,27,45
Norte,CS SANTO ANTONIO LISBOA,0,66,11,5,37,21
Norte,CS SANTO ANTONIO LISBOA,0,67,5,10,16,34
Norte,CS SANTO ANTONIO LISBOA,0,68,4,8,8,19
Norte,CS SANTO ANTONIO LISBOA,0,69,7,3,16,5
Norte,CS SANTO ANTONIO LISBOA,0,70,1,7,7,25
Norte,CS SANTO ANTONIO LISBOA,0,71,7,5,39,15
Norte,CS SANTO ANTONIO LISBOA,0,72,3,6,10,22
Norte,CS SANTO ANTONIO LISBOA,0,73,6,4,18,8
Norte,CS SANTO ANTONIO LISBOA,0,74,7,3,21,5
Norte,CS SANTO ANTONIO LISBOA,0,75,3,5,9,20
Norte,CS SANTO ANTONIO LISBOA,0,76,2,2,6,18
Norte,CS SANTO ANTONIO LISBOA,0,77,4,5,25,18
Norte,CS SANTO ANTONIO LISBOA,0,78,5,2,17,7
Norte,CS SANTO ANTONIO LISBOA,0,79,5,5,26,18
Norte,CS SANTO ANTONIO LISBOA,0,80,2,5,8,36
Norte,CS SANTO ANTONIO LISBOA,0,81,3,3,43,10
Norte,CS SANTO ANTONIO LISBOA,0,82,1,2,6,5
Norte,CS SANTO ANTONIO LISBOA,0,83,1,3,2,13
Norte,CS SANTO ANTONIO LISBOA,0,84,2,2,3,12
Norte,CS SANTO ANTONIO LISBOA,0,86,0,4,0,14
Norte,CS SANTO ANTONIO LISBOA,0,87,3,3,13,26
Norte,CS SANTO ANTONIO LISBOA,0,89,4,1,15,7
Norte,CS SANTO ANTONIO LISBOA,0,90,1,1,1,1
Norte,CS SANTO ANTONIO LISBOA,0,91,1,2,4,4
Norte,CS SANTO ANTONIO LISBOA,0,92,0,1,0,2
Norte,CS SANTO ANTONIO LISBOA,0,93,1,0,1,0
Norte,CS SANTO ANTONIO LISBOA,0,95,0,1,0,5
Norte,CS SANTO ANTONIO LISBOA,0,98,0,2,0,9
Norte,CS SANTO ANTONIO LISBOA,0,99,0,1,0,7
Norte,CS SANTO ANTONIO LISBOA,1,0,21,21,78,72
Norte,CS SANTO ANTONIO LISBOA,1,1,16,19,77,94
Norte,CS SANTO ANTONIO LISBOA,1,2,17,11,76,30
Norte,CS SANTO ANTONIO LISBOA,1,3,17,17,63,36
Norte,CS SANTO ANTONIO LISBOA,1,4,18,9,28,20
Norte,CS SANTO ANTONIO LISBOA,1,5,18,14,42,27
Norte,CS SANTO ANTONIO LISBOA,1,6,11,11,19,19
Norte,CS SANTO ANTONIO LISBOA,1,7,9,7,20,12
Norte,CS SANTO ANTONIO LISBOA,1,8,6,13,14,28
Norte,CS SANTO ANTONIO LISBOA,1,9,7,8,14,23
Norte,CS SANTO ANTONIO LISBOA,1,10,6,10,11,15
Norte,CS SANTO ANTONIO LISBOA,1,11,2,10,3,13
Norte,CS SANTO ANTONIO LISBOA,1,12,7,10,13,20
Norte,CS SANTO ANTONIO LISBOA,1,13,6,4,10,4
Norte,CS SANTO ANTONIO LISBOA,1,14,9,9,16,24
Norte,CS SANTO ANTONIO LISBOA,1,15,6,12,23,48
Norte,CS SANTO ANTONIO LISBOA,1,16,7,13,21,66
Norte,CS SANTO ANTONIO LISBOA,1,17,6,21,35,66
Norte,CS SANTO ANTONIO LISBOA,1,18,8,14,18,85
Norte,CS SANTO ANTONIO LISBOA,1,19,12,13,24,56
Norte,CS SANTO ANTONIO LISBOA,1,20,12,17,37,79
Norte,CS SANTO ANTONIO LISBOA,1,21,12,18,33,89
Norte,CS SANTO ANTONIO LISBOA,1,22,15,25,40,121
Norte,CS SANTO ANTONIO LISBOA,1,23,9,22,42,109
Norte,CS SANTO ANTONIO LISBOA,1,24,9,10,36,62
Norte,CS SANTO ANTONIO LISBOA,1,25,7,19,18,84
Norte,CS SANTO ANTONIO LISBOA,1,26,15,18,43,158
Norte,CS SANTO ANTONIO LISBOA,1,27,10,20,22,96
Norte,CS SANTO ANTONIO LISBOA,1,28,3,22,6,81
Norte,CS SANTO ANTONIO LISBOA,1,29,15,20,39,107
Norte,CS SANTO ANTONIO LISBOA,1,30,13,11,40,29
Norte,CS SANTO ANTONIO LISBOA,1,31,7,22,16,84
Norte,CS SANTO ANTONIO LISBOA,1,32,12,13,53,68
Norte,CS SANTO ANTONIO LISBOA,1,33,10,20,31,74
Norte,CS SANTO ANTONIO LISBOA,1,34,5,16,19,68
Norte,CS SANTO ANTONIO LISBOA,1,35,13,20,55,78
Norte,CS SANTO ANTONIO LISBOA,1,36,10,20,27,108
Norte,CS SANTO ANTONIO LISBOA,1,37,11,11,27,59
Norte,CS SANTO ANTONIO LISBOA,1,38,12,15,34,64
Norte,CS SANTO ANTONIO LISBOA,1,39,5,16,9,69
Norte,CS SANTO ANTONIO LISBOA,1,40,8,18,36,100
Norte,CS SANTO ANTONIO LISBOA,1,41,9,11,22,42
Norte,CS SANTO ANTONIO LISBOA,1,42,6,18,33,67
Norte,CS SANTO ANTONIO LISBOA,1,43,5,12,14,72
Norte,CS SANTO ANTONIO LISBOA,1,44,5,14,15,83
Norte,CS SANTO ANTONIO LISBOA,1,45,7,18,22,53
Norte,CS SANTO ANTONIO LISBOA,1,46,8,12,25,49
Norte,CS SANTO ANTONIO LISBOA,1,47,14,10,59,44
Norte,CS SANTO ANTONIO LISBOA,1,48,12,17,46,106
Norte,CS SANTO ANTONIO LISBOA,1,49,6,13,20,62
Norte,CS SANTO ANTONIO LISBOA,1,50,8,5,75,22
Norte,CS SANTO ANTONIO LISBOA,1,51,9,12,30,45
Norte,CS SANTO ANTONIO LISBOA,1,52,8,12,27,48
Norte,CS SANTO ANTONIO LISBOA,1,53,4,10,13,39
Norte,CS SANTO ANTONIO LISBOA,1,54,6,19,26,93
Norte,CS SANTO ANTONIO LISBOA,1,55,10,12,29,57
Norte,CS SANTO ANTONIO LISBOA,1,56,9,7,46,33
Norte,CS SANTO ANTONIO LISBOA,1,57,4,10,17,63
Norte,CS SANTO ANTONIO LISBOA,1,58,8,13,32,78
Norte,CS SANTO ANTONIO LISBOA,1,59,13,8,31,42
Norte,CS SANTO ANTONIO LISBOA,1,60,5,11,32,39
Norte,CS SANTO ANTONIO LISBOA,1,61,6,7,32,43
Norte,CS SANTO ANTONIO LISBOA,1,62,6,9,19,44
Norte,CS SANTO ANTONIO LISBOA,1,63,10,13,44,54
Norte,CS SANTO ANTONIO LISBOA,1,64,10,12,40,62
Norte,CS SANTO ANTONIO LISBOA,1,65,9,12,35,39
Norte,CS SANTO ANTONIO LISBOA,1,66,8,10,32,52
Norte,CS SANTO ANTONIO LISBOA,1,67,7,9,20,35
Norte,CS SANTO ANTONIO LISBOA,1,68,5,13,19,60
Norte,CS SANTO ANTONIO LISBOA,1,69,9,8,26,51
Norte,CS SANTO ANTONIO LISBOA,1,70,5,4,29,14
Norte,CS SANTO ANTONIO LISBOA,1,71,4,8,11,47
Norte,CS SANTO ANTONIO LISBOA,1,72,7,5,22,15
Norte,CS SANTO ANTONIO LISBOA,1,73,3,10,18,39
Norte,CS SANTO ANTONIO LISBOA,1,74,4,11,14,48
Norte,CS SANTO ANTONIO LISBOA,1,75,2,5,20,27
Norte,CS SANTO ANTONIO LISBOA,1,76,2,3,5,35
Norte,CS SANTO ANTONIO LISBOA,1,77,1,1,11,2
Norte,CS SANTO ANTONIO LISBOA,1,78,2,5,13,18
Norte,CS SANTO ANTONIO LISBOA,1,79,4,5,36,24
Norte,CS SANTO ANTONIO LISBOA,1,80,2,2,11,12
Norte,CS SANTO ANTONIO LISBOA,1,81,1,2,11,10
Norte,CS SANTO ANTONIO LISBOA,1,82,1,2,5,19
Norte,CS SANTO ANTONIO LISBOA,1,83,2,1,4,2
Norte,CS SANTO ANTONIO LISBOA,1,84,0,2,0,5
Norte,CS SANTO ANTONIO LISBOA,1,85,1,2,3,22
Norte,CS SANTO ANTONIO LISBOA,1,86,0,2,0,12
Norte,CS SANTO ANTONIO LISBOA,1,87,2,1,5,2
Norte,CS SANTO ANTONIO LISBOA,1,88,0,1,0,1
Norte,CS SANTO ANTONIO LISBOA,1,89,3,1,9,1
Norte,CS SANTO ANTONIO LISBOA,1,90,1,0,3,0
Norte,CS SANTO ANTONIO LISBOA,1,91,1,0,8,0
Norte,CS SANTO ANTONIO LISBOA,1,92,0,1,0,1
Norte,CS SANTO ANTONIO LISBOA,1,93,1,2,5,11
Norte,CS SANTO ANTONIO LISBOA,1,94,0,1,0,11
Norte,CS SANTO ANTONIO LISBOA,1,97,0,1,0,4
Norte,CS VARGEM GRANDE,0,0,36,26,149,87
Norte,CS VARGEM GRANDE,0,1,29,26,100,123
Norte,CS VARGEM GRANDE,0,2,14,12,20,27
Norte,CS VARGEM GRANDE,0,3,9,12,14,45
Norte,CS VARGEM GRANDE,0,4,10,15,16,31
Norte,CS VARGEM GRANDE,0,5,8,8,9,14
Norte,CS VARGEM GRANDE,0,6,6,6,10,11
Norte,CS VARGEM GRANDE,0,7,9,2,14,2
Norte,CS VARGEM GRANDE,0,8,7,5,13,9
Norte,CS VARGEM GRANDE,0,9,10,8,18,15
Norte,CS VARGEM GRANDE,0,10,10,8,16,18
Norte,CS VARGEM GRANDE,0,11,10,5,16,7
Norte,CS VARGEM GRANDE,0,12,11,7,22,14
Norte,CS VARGEM GRANDE,0,13,9,9,11,12
Norte,CS VARGEM GRANDE,0,14,10,11,14,24
Norte,CS VARGEM GRANDE,0,15,12,11,24,21
Norte,CS VARGEM GRANDE,0,16,10,13,18,40
Norte,CS VARGEM GRANDE,0,17,2,14,3,37
Norte,CS VARGEM GRANDE,0,18,2,23,7,59
Norte,CS VARGEM GRANDE,0,19,6,21,16,61
Norte,CS VARGEM GRANDE,0,20,9,22,13,103
Norte,CS VARGEM GRANDE,0,21,5,17,8,70
Norte,CS VARGEM GRANDE,0,22,8,27,19,120
Norte,CS VARGEM GRANDE,0,23,9,25,15,130
Norte,CS VARGEM GRANDE,0,24,1,19,1,105
Norte,CS VARGEM GRANDE,0,25,8,8,9,48
Norte,CS VARGEM GRANDE,0,26,7,23,9,106
Norte,CS VARGEM GRANDE,0,27,10,30,22,181
Norte,CS VARGEM GRANDE,0,28,9,13,23,48
Norte,CS VARGEM GRANDE,0,29,6,26,13,122
Norte,CS VARGEM GRANDE,0,30,9,15,14,65
Norte,CS VARGEM GRANDE,0,31,8,22,20,145
Norte,CS VARGEM GRANDE,0,32,6,22,13,64
Norte,CS VARGEM GRANDE,0,33,8,19,17,92
Norte,CS VARGEM GRANDE,0,34,4,23,9,104
Norte,CS VARGEM GRANDE,0,35,8,24,13,85
Norte,CS VARGEM GRANDE,0,36,10,18,35,62
Norte,CS VARGEM GRANDE,0,37,8,21,18,120
Norte,CS VARGEM GRANDE,0,38,7,18,18,85
Norte,CS VARGEM GRANDE,0,39,12,15,40,43
Norte,CS VARGEM GRANDE,0,40,9,24,20,96
Norte,CS VARGEM GRANDE,0,41,12,15,31,46
Norte,CS VARGEM GRANDE,0,42,10,24,22,134
Norte,CS VARGEM GRANDE,0,43,11,19,36,84
Norte,CS VARGEM GRANDE,0,44,5,22,10,97
Norte,CS VARGEM GRANDE,0,45,7,8,9,41
Norte,CS VARGEM GRANDE,0,46,14,22,39,101
Norte,CS VARGEM GRANDE,0,47,14,17,64,61
Norte,CS VARGEM GRANDE,0,48,12,18,25,70
Norte,CS VARGEM GRANDE,0,49,6,9,11,25
Norte,CS VARGEM GRANDE,0,50,10,23,36,85
Norte,CS VARGEM GRANDE,0,51,9,19,23,86
Norte,CS VARGEM GRANDE,0,52,8,16,26,58
Norte,CS VARGEM GRANDE,0,53,12,16,39,69
Norte,CS VARGEM GRANDE,0,54,7,14,11,60
Norte,CS VARGEM GRANDE,0,55,11,15,30,65
Norte,CS VARGEM GRANDE,0,56,8,18,20,92
Norte,CS VARGEM GRANDE,0,57,11,11,38,57
Norte,CS VARGEM GRANDE,0,58,12,17,69,86
Norte,CS VARGEM GRANDE,0,59,7,13,18,61
Norte,CS VARGEM GRANDE,0,60,11,12,48,65
Norte,CS VARGEM GRANDE,0,61,7,11,33,40
Norte,CS VARGEM GRANDE,0,62,8,8,40,37
Norte,CS VARGEM GRANDE,0,63,9,11,50,73
Norte,CS VARGEM GRANDE,0,64,6,9,21,52
Norte,CS VARGEM GRANDE,0,65,8,9,32,55
Norte,CS VARGEM GRANDE,0,66,8,9,41,43
Norte,CS VARGEM GRANDE,0,67,8,12,44,84
Norte,CS VARGEM GRANDE,0,68,5,12,31,51
Norte,CS VARGEM GRANDE,0,69,8,6,53,29
Norte,CS VARGEM GRANDE,0,70,8,5,25,21
Norte,CS VARGEM GRANDE,0,71,3,8,13,48
Norte,CS VARGEM GRANDE,0,72,6,6,22,34
Norte,CS VARGEM GRANDE,0,73,4,8,21,39
Norte,CS VARGEM GRANDE,0,74,2,10,13,44
Norte,CS VARGEM GRANDE,0,75,5,5,34,19
Norte,CS VARGEM GRANDE,0,76,7,3,36,12
Norte,CS VARGEM GRANDE,0,77,4,2,14,10
Norte,CS VARGEM GRANDE,0,78,4,7,11,30
Norte,CS VARGEM GRANDE,0,79,3,7,17,26
Norte,CS VARGEM GRANDE,0,80,5,0,16,0
Norte,CS VARGEM GRANDE,0,81,5,2,27,11
Norte,CS VARGEM GRANDE,0,82,2,3,5,9
Norte,CS VARGEM GRANDE,0,84,2,2,2,17
Norte,CS VARGEM GRANDE,0,85,0,1,0,7
Norte,CS VARGEM GRANDE,0,86,1,3,4,15
Norte,CS VARGEM GRANDE,0,87,1,4,1,17
Norte,CS VARGEM GRANDE,0,88,2,1,3,4
Norte,CS VARGEM GRANDE,0,89,1,0,2,0
Norte,CS VARGEM GRANDE,0,90,0,1,0,23
Norte,CS VARGEM GRANDE,0,91,0,2,0,17
Norte,CS VARGEM GRANDE,0,92,0,3,0,15
Norte,CS VARGEM GRANDE,0,96,0,1,0,9
Norte,CS VARGEM GRANDE,1,19,1,0,2,0
Norte,CS VARGEM GRANDE,1,45,0,1,0,2
Norte,CS VARGEM GRANDE,1,51,0,1,0,3
Norte,CS VARGEM GRANDE,1,79,0,1,0,2
Norte,CS VARGEM PEQUENA,0,0,15,11,65,33
Norte,CS VARGEM PEQUENA,0,1,7,14,16,44
Norte,CS VARGEM PEQUENA,0,2,8,3,17,4
Norte,CS VARGEM PEQUENA,0,3,6,8,17,16
Norte,CS VARGEM PEQUENA,0,4,5,6,11,7
Norte,CS VARGEM PEQUENA,0,5,4,5,6,6
Norte,CS VARGEM PEQUENA,0,6,3,2,3,7
Norte,CS VARGEM PEQUENA,0,7,9,2,17,3
Norte,CS VARGEM PEQUENA,0,8,6,3,12,6
Norte,CS VARGEM PEQUENA,0,9,7,4,12,10
Norte,CS VARGEM PEQUENA,0,10,5,4,6,4
Norte,CS VARGEM PEQUENA,0,11,7,7,11,14
Norte,CS VARGEM PEQUENA,0,12,11,2,22,8
Norte,CS VARGEM PEQUENA,0,13,2,5,3,17
Norte,CS VARGEM PEQUENA,0,14,7,4,15,8
Norte,CS VARGEM PEQUENA,0,15,8,4,12,8
Norte,CS VARGEM PEQUENA,0,16,3,4,5,16
Norte,CS VARGEM PEQUENA,0,17,3,4,7,6
Norte,CS VARGEM PEQUENA,0,18,5,9,8,25
Norte,CS VARGEM PEQUENA,0,19,3,5,9,12
Norte,CS VARGEM PEQUENA,0,20,7,9,22,19
Norte,CS VARGEM PEQUENA,0,21,5,12,13,39
Norte,CS VARGEM PEQUENA,0,22,5,5,7,14
Norte,CS VARGEM PEQUENA,0,23,5,6,7,13
Norte,CS VARGEM PEQUENA,0,24,5,11,6,40
Norte,CS VARGEM PEQUENA,0,25,4,4,17,10
Norte,CS VARGEM PEQUENA,0,26,5,10,8,26
Norte,CS VARGEM PEQUENA,0,27,8,9,28,23
Norte,CS VARGEM PEQUENA,0,28,6,8,9,29
Norte,CS VARGEM PEQUENA,0,29,7,10,11,40
Norte,CS VARGEM PEQUENA,0,30,7,12,11,44
Norte,CS VARGEM PEQUENA,0,31,7,11,12,44
Norte,CS VARGEM PEQUENA,0,32,3,8,10,31
Norte,CS VARGEM PEQUENA,0,33,5,11,10,34
Norte,CS VARGEM PEQUENA,0,34,3,7,4,14
Norte,CS VARGEM PEQUENA,0,35,7,11,13,37
Norte,CS VARGEM PEQUENA,0,36,5,9,9,50
Norte,CS VARGEM PEQUENA,0,37,9,7,19,25
Norte,CS VARGEM PEQUENA,0,38,8,15,12,34
Norte,CS VARGEM PEQUENA,0,39,4,12,12,47
Norte,CS VARGEM PEQUENA,0,40,7,8,26,20
Norte,CS VARGEM PEQUENA,0,41,11,12,23,36
Norte,CS VARGEM PEQUENA,0,42,5,12,13,71
Norte,CS VARGEM PEQUENA,0,43,7,10,24,38
Norte,CS VARGEM PEQUENA,0,44,10,7,25,26
Norte,CS VARGEM PEQUENA,0,45,4,13,17,50
Norte,CS VARGEM PEQUENA,0,46,5,6,23,26
Norte,CS VARGEM PEQUENA,0,47,5,7,13,27
Norte,CS VARGEM PEQUENA,0,48,9,8,31,43
Norte,CS VARGEM PEQUENA,0,49,5,5,11,22
Norte,CS VARGEM PEQUENA,0,50,6,8,35,31
Norte,CS VARGEM PEQUENA,0,51,9,5,30,18
Norte,CS VARGEM PEQUENA,0,52,7,10,22,31
Norte,CS VARGEM PEQUENA,0,53,6,10,27,56
Norte,CS VARGEM PEQUENA,0,54,7,11,28,44
Norte,CS VARGEM PEQUENA,0,55,9,5,39,34
Norte,CS VARGEM PEQUENA,0,56,6,8,25,33
Norte,CS VARGEM PEQUENA,0,57,4,8,10,32
Norte,CS VARGEM PEQUENA,0,58,2,8,9,49
Norte,CS VARGEM PEQUENA,0,59,7,13,17,70
Norte,CS VARGEM PEQUENA,0,60,5,5,16,26
Norte,CS VARGEM PEQUENA,0,61,9,9,36,23
Norte,CS VARGEM PEQUENA,0,62,5,5,16,29
Norte,CS VARGEM PEQUENA,0,63,6,5,24,37
Norte,CS VARGEM PEQUENA,0,64,0,5,0,31
Norte,CS VARGEM PEQUENA,0,65,1,11,2,64
Norte,CS VARGEM PEQUENA,0,66,5,3,14,19
Norte,CS VARGEM PEQUENA,0,67,7,3,30,11
Norte,CS VARGEM PEQUENA,0,68,4,3,19,21
Norte,CS VARGEM PEQUENA,0,69,3,2,14,22
Norte,CS VARGEM PEQUENA,0,70,6,2,42,13
Norte,CS VARGEM PEQUENA,0,71,2,1,11,6
Norte,CS VARGEM PEQUENA,0,72,2,4,5,19
Norte,CS VARGEM PEQUENA,0,73,2,5,5,18
Norte,CS VARGEM PEQUENA,0,74,7,3,48,25
Norte,CS VARGEM PEQUENA,0,75,1,2,2,16
Norte,CS VARGEM PEQUENA,0,76,2,1,8,4
Norte,CS VARGEM PEQUENA,0,77,0,1,0,10
Norte,CS VARGEM PEQUENA,0,78,3,1,7,12
Norte,CS VARGEM PEQUENA,0,79,1,0,1,0
Norte,CS VARGEM PEQUENA,0,80,0,2,0,7
Norte,CS VARGEM PEQUENA,0,81,1,1,8,4
Norte,CS VARGEM PEQUENA,0,82,1,6,2,34
Norte,CS VARGEM PEQUENA,0,83,1,1,4,5
Norte,CS VARGEM PEQUENA,0,84,0,1,0,3
Norte,CS VARGEM PEQUENA,0,85,0,2,0,12
Norte,CS VARGEM PEQUENA,0,86,2,0,5,0
Norte,CS VARGEM PEQUENA,0,88,0,1,0,8
Norte,CS VARGEM PEQUENA,0,90,1,0,3,0
Norte,CS VARGEM PEQUENA,0,91,1,0,10,0
Norte,CS VARGEM PEQUENA,0,95,0,1,0,1
Sul,CS ALTO RIBEIRÃO,0,0,44,39,125,96
Sul,CS ALTO RIBEIRÃO,0,1,16,13,46,28
Sul,CS ALTO RIBEIRÃO,0,2,11,11,21,18
Sul,CS ALTO RIBEIRÃO,0,3,10,11,16,23
Sul,CS ALTO RIBEIRÃO,0,4,12,15,19,21
Sul,CS ALTO RIBEIRÃO,0,5,8,7,15,12
Sul,CS ALTO RIBEIRÃO,0,6,12,8,21,9
Sul,CS ALTO RIBEIRÃO,0,7,10,5,22,6
Sul,CS ALTO RIBEIRÃO,0,8,5,3,6,3
Sul,CS ALTO RIBEIRÃO,0,9,7,1,8,2
Sul,CS ALTO RIBEIRÃO,0,10,6,8,9,11
Sul,CS ALTO RIBEIRÃO,0,11,13,1,23,1
Sul,CS ALTO RIBEIRÃO,0,12,10,5,14,5
Sul,CS ALTO RIBEIRÃO,0,13,3,5,4,12
Sul,CS ALTO RIBEIRÃO,0,14,9,5,10,5
Sul,CS ALTO RIBEIRÃO,0,15,9,19,19,37
Sul,CS ALTO RIBEIRÃO,0,16,7,9,14,49
Sul,CS ALTO RIBEIRÃO,0,17,8,17,11,42
Sul,CS ALTO RIBEIRÃO,0,18,11,19,18,70
Sul,CS ALTO RIBEIRÃO,0,19,10,13,18,29
Sul,CS ALTO RIBEIRÃO,0,20,12,19,22,46
Sul,CS ALTO RIBEIRÃO,0,21,15,25,25,70
Sul,CS ALTO RIBEIRÃO,0,22,12,20,26,69
Sul,CS ALTO RIBEIRÃO,0,23,11,24,16,98
Sul,CS ALTO RIBEIRÃO,0,24,19,19,31,44
Sul,CS ALTO RIBEIRÃO,0,25,6,22,15,53
Sul,CS ALTO RIBEIRÃO,0,26,9,17,11,63
Sul,CS ALTO RIBEIRÃO,0,27,12,23,16,61
Sul,CS ALTO RIBEIRÃO,0,28,9,19,17,64
Sul,CS ALTO RIBEIRÃO,0,29,13,29,30,76
Sul,CS ALTO RIBEIRÃO,0,30,5,21,15,65
Sul,CS ALTO RIBEIRÃO,0,31,7,15,15,56
Sul,CS ALTO RIBEIRÃO,0,32,7,18,11,67
Sul,CS ALTO RIBEIRÃO,0,33,9,26,17,51
Sul,CS ALTO RIBEIRÃO,0,34,13,27,35,102
Sul,CS ALTO RIBEIRÃO,0,35,12,17,22,55
Sul,CS ALTO RIBEIRÃO,0,36,9,23,14,85
Sul,CS ALTO RIBEIRÃO,0,37,8,22,15,82
Sul,CS ALTO RIBEIRÃO,0,38,10,18,20,55
Sul,CS ALTO RIBEIRÃO,0,39,9,23,13,57
Sul,CS ALTO RIBEIRÃO,0,40,10,19,18,63
Sul,CS ALTO RIBEIRÃO,0,41,12,20,24,34
Sul,CS ALTO RIBEIRÃO,0,42,9,18,20,38
Sul,CS ALTO RIBEIRÃO,0,43,11,25,24,78
Sul,CS ALTO RIBEIRÃO,0,44,15,26,34,85
Sul,CS ALTO RIBEIRÃO,0,45,13,20,28,62
Sul,CS ALTO RIBEIRÃO,0,46,9,21,26,61
Sul,CS ALTO RIBEIRÃO,0,47,12,18,40,53
Sul,CS ALTO RIBEIRÃO,0,48,11,21,23,53
Sul,CS ALTO RIBEIRÃO,0,49,10,20,14,61
Sul,CS ALTO RIBEIRÃO,0,50,9,19,17,54
Sul,CS ALTO RIBEIRÃO,0,51,8,15,22,60
Sul,CS ALTO RIBEIRÃO,0,52,8,12,20,43
Sul,CS ALTO RIBEIRÃO,0,53,5,22,7,82
Sul,CS ALTO RIBEIRÃO,0,54,18,26,35,91
Sul,CS ALTO RIBEIRÃO,0,55,12,10,32,33
Sul,CS ALTO RIBEIRÃO,0,56,10,13,31,46
Sul,CS ALTO RIBEIRÃO,0,57,6,18,18,53
Sul,CS ALTO RIBEIRÃO,0,58,10,12,38,46
Sul,CS ALTO RIBEIRÃO,0,59,7,13,14,41
Sul,CS ALTO RIBEIRÃO,0,60,15,19,42,70
Sul,CS ALTO RIBEIRÃO,0,61,14,12,35,41
Sul,CS ALTO RIBEIRÃO,0,62,7,8,27,22
Sul,CS ALTO RIBEIRÃO,0,63,5,15,12,44
Sul,CS ALTO RIBEIRÃO,0,64,12,11,25,39
Sul,CS ALTO RIBEIRÃO,0,65,7,13,13,44
Sul,CS ALTO RIBEIRÃO,0,66,10,13,34,53
Sul,CS ALTO RIBEIRÃO,0,67,4,11,10,27
Sul,CS ALTO RIBEIRÃO,0,68,14,15,29,56
Sul,CS ALTO RIBEIRÃO,0,69,8,14,17,31
Sul,CS ALTO RIBEIRÃO,0,70,10,11,25,54
Sul,CS ALTO RIBEIRÃO,0,71,5,12,14,45
Sul,CS ALTO RIBEIRÃO,0,72,8,5,35,13
Sul,CS ALTO RIBEIRÃO,0,73,2,15,2,55
